ítem,Norte,Este,Muestra,De,Hasta,potencia,Vs(m/s),Nspt,(N1)60,SUCS,LL%,LP,IP%,W%,ø°,C(Kg/cm2),densidadhúmeda(gr/cm3),densidadseca(gr/cm3),Qadm.(kg/cm2),Qult.(kg/cm2),TipodeSuelo,SST(ppm),SO4(ppm),CL(ppm),pH(ppm),Colapso,Gravas,Arenas,Finos,colegio,Vs (m/s),LL %,IP %,ø °,C (Kg/cm2),Densidad húmeda (gr/cm3),Densidad seca (gr/cm3),Qadm. (kg/cm2),Qult. (kg/cm2),Tipo de Suelo,SST (ppm),SO4 (ppm),CL (ppm),pH (ppm),?húmeda(gr/cm3),?seca(gr/cm3),? húmeda (gr/cm3),? seca (gr/cm3),profundidad_media
SPT-2,9452541.0,583212.0,M-1,0.0,1.0,1.0,,12.0,15.3,CL-ML,,16.5,,11.3,,,,,,,,,,,,,0.0,39.7,60.3,8. LOCAL ESCOLAR Tambo Grande,,22.9,6.4,,,,,1.22,,S2,,,,,,,,,0.5
SPT-2,9452541.0,583212.0,M-2,1.0,2.0,1.0,,29.0,36.98,CL,,16.3,,8.4,,,,,,,,,,,,,0.0,39.1,60.9,8. LOCAL ESCOLAR Tambo Grande,,24.1,7.8,,,,,2.95,,S2,,,,,,,,,1.5
SPT-2,9452541.0,583212.0,M-3,2.0,3.0,1.0,,27.0,30.59,SC,,17.3,,7.9,,,,,,,,,,,,,0.5,57.5,42.0,8. LOCAL ESCOLAR Tambo Grande,,25.1,7.8,,,,,2.44,,S2,,,,,,,,,2.5
SPT-2,9452541.0,583212.0,M-4,3.0,4.0,1.0,,50.0,52.66,SC,,15.7,,6.7,,,,,,,,,,,,,0.0,64.2,35.8,8. LOCAL ESCOLAR Tambo Grande,,23.2,7.5,,,,,4.19,,S2,,,,,,,,,3.5
SPT-2,9452541.0,583212.0,M-5,4.0,5.0,1.0,,107.0,107.55,SM,,,,6.9,,,,,,,,,,,,,0.0,69.7,30.3,8. LOCAL ESCOLAR Tambo Grande,,19.3,,,,,,8.57,,S2,,,,,,,,,4.5
SPT-2,9452541.0,583212.0,M-6,5.0,5.85,0.85,,54.0,49.82,SM,,,,8.4,,,,,,,,,,,,,0.7,78.0,21.3,8. LOCAL ESCOLAR Tambo Grande,,19.5,,,,,,3.97,,S2,,,,,,,,,5.425
C-1,9452575.0,583190.0,M-1,0.0,0.6,0.6,,,,CL,,16.4,,15.1,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,29.7,13.3,,,,,,,S2,384.0,202.0,130.0,6.5,,,,,0.3
C-1,9452575.0,583190.0,M-2,0.6,1.9,1.3,,,,CL,,12.6,,6.8,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,26.6,14.1,,,2.018,1.705,,,S2,,,,,,,,,1.25
C-1,9452575.0,583190.0,M-3,1.9,3.6,1.7,,,,SM,,,,4.9,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,,,28.27,0.0,1.682,1.59,,,S2,,,,,,,,,2.75
C-1,9452575.0,583190.0,M-4,3.6,5.0,1.4,,,,SM,,,,7.3,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,19.8,,,,,,,,S2,,,,,,,,,4.3
C-2,9452621.0,583200.0,M-1,0.0,1.6,1.6,,,,CL,,11.7,,12.9,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,26.2,14.5,,,,,,,S2,297.0,181.0,70.0,6.8,,,,,0.8
C-2,9452621.0,583200.0,M-2,1.6,2.4,0.8,,,,CL,,10.4,,7.4,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,16.4,16.0,,,1.66,1.54,,,S2,,,,,,,,,2.0
C-2,9452621.0,583200.0,M-3,2.4,3.7,1.3,,,,SC-SM,,16.2,,9.1,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,23.0,6.9,27.93,0.03,1.658,1.51,,,S2,,,,,,,,,3.05
C-2,9452621.0,583200.0,M-4,3.7,5.0,1.3,,,,SM,,15.7,,8.1,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,18.2,2.5,30.1,0.03,1.661,1.538,,,S2,,,,,,,,,4.35
C-3,9452597.0,583223.0,M-1,0.0,1.5,1.5,,,,CL,,10.5,,13.4,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,27.0,16.5,,,,,,,S2,351.0,193.0,80.0,6.6,,,,,0.75
C-3,9452597.0,583223.0,M-2,1.5,2.9,1.4,,,,SC,,12.4,,6.5,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,25.2,12.8,,,2.102,1.833,,,S2,,,,,,,,,2.2
C-4,9452773.0,583210.0,M-1,0.0,1.7,1.7,,,,CL,,11.8,,14.2,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,26.2,14.5,,,2.022,1.716,,,S2,,,,,,,,,0.85
C-4,9452773.0,583210.0,M-2,1.7,2.4,0.7,,,,CL,,14.3,,13.4,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,29.0,14.7,,,,,,,S2,,,,,,,,,2.05
C-4,9452773.0,583210.0,M-3,2.4,3.6,1.2,,,,CL,,19.8,,13.2,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,33.6,13.8,,,1.642,1.435,,,S2,,,,,,,,,3.0
C-4,9452773.0,583210.0,M-4,3.6,5.0,1.4,,,,GP-GC,,18.5,,12.3,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,23.6,5.1,25.66,0.08,1.643,1.433,,,S2,,,,,,,,,4.3
C-5,94552575.0,583273.0,M-1,0.0,2.6,2.6,,,,SC,,14.7,,11.2,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,28.8,14.0,,,,,,,S2,,,,,,,,,1.3
C-6,9452546.0,583207.0,M-1,0.5,0.9,0.4,,,,CL,,10.9,,14.8,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,28.1,17.3,,,,,,,S2,,,,,,,,,0.7
C-6,9452546.0,583207.0,M-2,0.9,2.0,1.1,,,,SM,,,,6.3,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,19.3,,,,,,,,S2,,,,,,,,,1.45
C-6,9452546.0,583207.0,M-3,2.0,3.0,1.0,,,,SC,,14.0,,7.9,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,22.3,8.3,,,,,,,S2,,,,,,,,,2.5
C-6,9452546.0,583207.0,M-4,3.3,5.0,1.7,,,,SM,,,,8.8,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,,,,,,,,,S2,,,,,,,,,4.15
C-7,9452588.16,583244.26,M-1,0.0,0.7,0.7,,,,CL,,12.5,,11.0,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,26.5,14.0,,,,,,,S2,360.0,235.0,110.0,6.7,,,,,0.35
C-7,9452588.16,583244.26,M-2,0.7,2.9,2.2,,,,SC,,13.1,,10.6,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,24.2,11.1,,,2.053,1.789,,,S2,,,,,,,,,1.7999999999999998
C-7,9452588.16,583244.26,M-3,2.9,3.2,0.3,,,,SC,,14.1,,9.6,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,23.4,9.2,,,,,,,S2,,,,,,,,,3.05
C-7,9452588.16,583244.26,M-4,3.2,4.1,0.9,,,,SC,,16.0,,8.5,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,,23.8,7.9,,,,,,,S2,,,,,,,,,3.65
MW-1,9452602.102,583262.7747,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,373.371933,,,,,,,,,,,,,,,,,,0.5357145
MW-1,9452602.102,583262.7747,M-2,1.071429,2.307693,1.236264,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,335.495284,,,,,,,,,,,,,,,,,,1.6895609999999999
MW-1,9452602.102,583262.7747,M-3,2.307693,3.708791,1.401098,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,336.331684,,,,,,,,,,,,,,,,,,3.008242
MW-1,9452602.102,583262.7747,M-4,3.708791,5.274726,1.565935,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,449.516242,,,,,,,,,,,,,,,,,,4.4917585
MW-1,9452602.102,583262.7747,M-5,5.274726,7.005495,1.730769,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,536.719478,,,,,,,,,,,,,,,,,,6.1401105000000005
MW-1,9452602.102,583262.7747,M-6,7.005495,8.9011,1.895605,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,556.467996,,,,,,,,,,,,,,,,,,7.9532975
MW-1,9452602.102,583262.7747,M-7,8.9011,10.961539,2.060439,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,539.492413,,,,,,,,,,,,,,,,,,9.9313195
MW-1,9452602.102,583262.7747,M-8,10.961539,13.186814,2.225275,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,520.556034,,,,,,,,,,,,,,,,,,12.0741765
MW-1,9452602.102,583262.7747,M-9,13.186814,15.576924,2.39011,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,509.396815,,,,,,,,,,,,,,,,,,14.381869
MW-1,9452602.102,583262.7747,M-10,15.576924,18.131869,2.554945,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,513.493796,,,,,,,,,,,,,,,,,,16.8543965
MW-1,9452602.102,583262.7747,M-11,18.131869,20.851649,2.71978,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,517.026961,,,,,,,,,,,,,,,,,,19.491759
MW-1,9452602.102,583262.7747,M-12,20.851649,23.736265,2.884616,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,537.098767,,,,,,,,,,,,,,,,,,22.293957
MW-1,9452602.102,583262.7747,M-13,23.736265,26.785715,3.04945,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,544.689499,,,,,,,,,,,,,,,,,,25.26099
MW-1,9452602.102,583262.7747,M-14,26.785715,36.428571,9.642856,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,563.565809,,,,,,,,,,,,,,,,,,31.607143
MW-2,9452617.229,583201.0707,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,263.136715,,,,,,,,,,,,,,,,,,0.5357145
MW-2,9452617.229,583201.0707,M-2,1.071429,2.307693,1.236264,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,253.982467,,,,,,,,,,,,,,,,,,1.6895609999999999
MW-2,9452617.229,583201.0707,M-3,2.307693,3.708791,1.401098,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,264.564156,,,,,,,,,,,,,,,,,,3.008242
MW-2,9452617.229,583201.0707,M-4,3.708791,5.274726,1.565935,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,294.183216,,,,,,,,,,,,,,,,,,4.4917585
MW-2,9452617.229,583201.0707,M-5,5.274726,7.005495,1.730769,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,323.893524,,,,,,,,,,,,,,,,,,6.1401105000000005
MW-2,9452617.229,583201.0707,M-6,7.005495,8.9011,1.895605,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,358.819746,,,,,,,,,,,,,,,,,,7.9532975
MW-2,9452617.229,583201.0707,M-7,8.9011,10.961539,2.060439,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,380.290676,,,,,,,,,,,,,,,,,,9.9313195
MW-2,9452617.229,583201.0707,M-8,10.961539,13.186814,2.225275,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,401.061989,,,,,,,,,,,,,,,,,,12.0741765
MW-2,9452617.229,583201.0707,M-9,13.186814,15.576924,2.39011,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,404.764179,,,,,,,,,,,,,,,,,,14.381869
MW-2,9452617.229,583201.0707,M-10,15.576924,18.131869,2.554945,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,414.255541,,,,,,,,,,,,,,,,,,16.8543965
MW-2,9452617.229,583201.0707,M-11,18.131869,20.851649,2.71978,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,410.411289,,,,,,,,,,,,,,,,,,19.491759
MW-2,9452617.229,583201.0707,M-12,20.851649,23.736265,2.884616,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,418.281739,,,,,,,,,,,,,,,,,,22.293957
MW-2,9452617.229,583201.0707,M-13,23.736265,26.785715,3.04945,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,416.866885,,,,,,,,,,,,,,,,,,25.26099
MW-2,9452617.229,583201.0707,M-14,26.785715,36.428571,9.642856,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,417.563459,,,,,,,,,,,,,,,,,,31.607143
MW-3,9452623.799,583269.7207,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,464.671939,,,,,,,,,,,,,,,,,,0.5357145
MW-3,9452623.799,583269.7207,M-2,1.071429,2.307693,1.236264,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,442.853427,,,,,,,,,,,,,,,,,,1.6895609999999999
MW-3,9452623.799,583269.7207,M-3,2.307693,3.708791,1.401098,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,468.064421,,,,,,,,,,,,,,,,,,3.008242
MW-3,9452623.799,583269.7207,M-4,3.708791,5.274726,1.565935,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,517.239705,,,,,,,,,,,,,,,,,,4.4917585
MW-3,9452623.799,583269.7207,M-5,5.274726,7.005495,1.730769,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,536.928674,,,,,,,,,,,,,,,,,,6.1401105000000005
MW-3,9452623.799,583269.7207,M-6,7.005495,8.9011,1.895605,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,536.415671,,,,,,,,,,,,,,,,,,7.9532975
MW-3,9452623.799,583269.7207,M-7,8.9011,10.961539,2.060439,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,540.970896,,,,,,,,,,,,,,,,,,9.9313195
MW-3,9452623.799,583269.7207,M-8,10.961539,13.186814,2.225275,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,544.988015,,,,,,,,,,,,,,,,,,12.0741765
MW-3,9452623.799,583269.7207,M-9,13.186814,15.576924,2.39011,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,553.997761,,,,,,,,,,,,,,,,,,14.381869
MW-3,9452623.799,583269.7207,M-10,15.576924,18.131869,2.554945,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,559.288902,,,,,,,,,,,,,,,,,,16.8543965
MW-3,9452623.799,583269.7207,M-11,18.131869,20.851649,2.71978,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,568.701847,,,,,,,,,,,,,,,,,,19.491759
MW-3,9452623.799,583269.7207,M-12,20.851649,23.736265,2.884616,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,581.590171,,,,,,,,,,,,,,,,,,22.293957
MW-3,9452623.799,583269.7207,M-13,23.736265,26.785715,3.04945,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,580.106691,,,,,,,,,,,,,,,,,,25.26099
MW-3,9452623.799,583269.7207,M-14,26.785715,36.428571,9.642856,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,580.500019,,,,,,,,,,,,,,,,,,31.607143
MW-4,9452523.426,583235.9072,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,207.169721,,,,,,,,,,,,,,,,,,0.5357145
MW-4,9452523.426,583235.9072,M-2,1.071429,2.307693,1.236264,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,199.334154,,,,,,,,,,,,,,,,,,1.6895609999999999
MW-4,9452523.426,583235.9072,M-3,2.307693,3.708791,1.401098,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,228.667143,,,,,,,,,,,,,,,,,,3.008242
MW-4,9452523.426,583235.9072,M-4,3.708791,5.274726,1.565935,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,323.731968,,,,,,,,,,,,,,,,,,4.4917585
MW-4,9452523.426,583235.9072,M-5,5.274726,7.005495,1.730769,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,367.605873,,,,,,,,,,,,,,,,,,6.1401105000000005
MW-4,9452523.426,583235.9072,M-6,7.005495,8.9011,1.895605,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,376.62164,,,,,,,,,,,,,,,,,,7.9532975
MW-4,9452523.426,583235.9072,M-7,8.9011,10.961539,2.060439,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,380.237835,,,,,,,,,,,,,,,,,,9.9313195
MW-4,9452523.426,583235.9072,M-8,10.961539,13.186814,2.225275,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,393.297123,,,,,,,,,,,,,,,,,,12.0741765
MW-4,9452523.426,583235.9072,M-9,13.186814,15.576924,2.39011,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,402.54973,,,,,,,,,,,,,,,,,,14.381869
MW-4,9452523.426,583235.9072,M-10,15.576924,18.131869,2.554945,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,410.694229,,,,,,,,,,,,,,,,,,16.8543965
MW-4,9452523.426,583235.9072,M-11,18.131869,20.851649,2.71978,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,414.223373,,,,,,,,,,,,,,,,,,19.491759
MW-4,9452523.426,583235.9072,M-12,20.851649,23.736265,2.884616,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,414.545714,,,,,,,,,,,,,,,,,,22.293957
MW-4,9452523.426,583235.9072,M-13,23.736265,26.785715,3.04945,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,411.833974,,,,,,,,,,,,,,,,,,25.26099
MW-4,9452523.426,583235.9072,M-14,26.785715,36.428571,9.642856,,,,,,,,,,,,,,,,,,,,,,,,8. LOCAL ESCOLAR Tambo Grande,419.626073,,,,,,,,,,,,,,,,,,31.607143
SPT-1,9455293.0,537375.0,M-1,0.0,1.0,1.0,,22.0,28.05,SC,,23.1,,6.8,,,,,,,,,,,,,5.9,47.9,46.2,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,36.4,13.3,,,,,2.23,,S2,,,,,,,,,0.5
SPT-1,9455293.0,537375.0,M-2,1.0,2.0,1.0,,38.0,48.45,SC,,21.9,,9.5,,,,,,,,,,,,,5.1,59.9,35.0,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,34.2,12.3,,,,,3.86,,S2,,,,,,,,,1.5
SPT-1,9455293.0,537375.0,M-3,2.0,3.0,1.0,,95.0,110.56,SM,,,,14.7,,,,,,,,,,,,,1.8,63.0,35.2,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,,,,,,,8.81,,S2,,,,,,,,,2.5
SPT-1,9455293.0,537375.0,M-4,3.0,4.0,1.0,,105.0,115.0,SM,,,,14.8,,,,,,,,,,,,,0.0,68.1,31.9,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,,,,,,,9.16,,S2,,,,,,,,,3.5
SPT-2,9455263.0,537415.0,M-1,0.0,1.0,1.0,,20.0,25.5,SC,,23.2,,7.9,,,,,,,,,,,,,0.0,59.4,40.6,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,39.4,16.1,,,,,2.03,,S2,,,,,,,,,0.5
SPT-2,9455263.0,537415.0,M-2,1.0,2.0,1.0,,55.0,70.13,SC,,23.0,,8.7,,,,,,,,,,,,,12.3,51.6,36.1,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,37.5,14.5,,,,,5.59,,S2,,,,,,,,,1.5
SPT-2,9455263.0,537415.0,M-3,2.0,3.0,1.0,,46.0,52.47,SC,,22.1,,9.4,,,,,,,,,,,,,9.0,49.7,41.3,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,39.1,17.0,,,,,4.18,,S2,,,,,,,,,2.5
SPT-2,9455263.0,537415.0,M-4,3.0,4.0,1.0,,87.0,92.4,SC,,23.6,,8.5,,,,,,,,,,,,,21.1,34.2,44.7,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,38.6,15.0,,,,,7.36,,S2,,,,,,,,,3.5
SPT-3,9455281.0,537412.0,M-1,0.0,1.0,1.0,,,,GM,,,,,,,,,,,,,,,,,,,,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,,,,,,,,,S2,,,,,,,,,0.5
SPT-3,9455281.0,537412.0,M-2,1.0,2.0,1.0,,52.0,58.0,GM,,,,5.74,,,,,,,,,,,,,41.78,37.85,20.37,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,,,,,,,3.65,,S2,,,,,,,,,1.5
SPT-3,9455281.0,537412.0,M-3,2.0,3.0,1.0,,63.0,65.0,GM,,,,9.09,,,,,,,,,,,,,49.64,37.51,12.85,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,,,,,,,,,S2,,,,,,,,,2.5
SPT-3,9455281.0,537412.0,M-4,3.0,4.0,1.0,,71.0,73.0,GM,,14.59,,5.67,,,,,,,,,,,,,43.1,41.67,15.23,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,18.15,3.57,,,,,,,S2,,,,,,,,,3.5
SPT-3,9455281.0,537412.0,M-5,4.0,5.0,1.0,,65.0,69.0,GM,,11.41,,5.97,,,,,,,,,,,,,37.83,34.86,27.31,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,14.27,2.85,,,,,,,S2,,,,,,,,,4.5
SPT-3,9455281.0,537412.0,M-6,5.0,6.0,1.0,,100.0,100.0,GM,,,,8.43,,,,,,,,,,,,,45.88,38.21,15.92,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,,,,,,,,,S2,876,420,187,7.21,,,,,5.5
SPT-4,9455306.0,537377.0,M-1,0.0,1.0,1.0,,,,GM,,,,,,,,,,,,,,,,,,,,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,,,,,,,,,S2,,,,,,,,,0.5
SPT-4,9455306.0,537377.0,M-2,1.0,2.0,1.0,,44.0,49.0,GM,,11.53,,10.23,,,,,,,,,,,,,47.13,35.9,16.97,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,16.97,2.79,,,,,,,S2,1176,383,195,6.95,,,,,1.5
SPT-4,9455306.0,537377.0,M-3,2.0,3.0,1.0,,75.0,78.0,GM,,13.8,,6.33,,,,,,,,,,,,,45.53,39.72,14.75,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,14.75,2.08,,,,,,,S2,750,457,157,7.14,,,,,2.5
SPT-4,9455306.0,537377.0,M-4,3.0,4.0,1.0,,85.0,89.0,GM,,14.65,,7.98,,,,,,,,,,,,,47.13,39.11,13.76,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,13.76,3.87,,,,,,,S2,387,329,125,7.33,,,,,3.5
C-1 ,9455247.0,537447.0,M-1,0.0,1.0,1.0,,,,SP-SM,,,,6.4,,,,,,,,,,,,,1.0,88.9,10.1,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,,,,,1.991,1.792,,,S2,402,214,130,,,,,,0.5
C-1 ,9455247.0,537447.0,M-2,1.0,2.9,1.9,,,,SC,,16.3,,10.1,,,,,,,,,,,,,3.2,71.9,24.9,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,45.3,29.0,,,,,,,S2,,,,,,,,,1.95
C-1,9455247.0,537447.0,M-3,2.9,4.25,1.35,,,,SC,,19.9,,15.0,,,,,,,,,,,,Bajo,13.6,69.9,16.5,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,41.6,21.7,0.09,28.23,1.651,1.486,,,S2,"22,314","4,461","2,310",,,,,,3.575
C-2 ,9455272.0,537453.0,M-1,0.0,0.7,0.7,,,,SM,,,,5.4,,,,,,,,,,,,,0.0,86.4,13.6,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,,,,,,,,,S2,894,366,150,,,,,,0.35
C-2 ,9455272.0,537453.0,M-2,0.7,3.3,2.6,,,,SC,,15.4,,23.1,,,,,,,,,,,,,15.0,56.0,29.0,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,47.4,32.0,,,1.65,1.505,,,S2,,,,,,,,,2.0
C-2,9455272.0,537453.0,M-3,3.3,4.0,0.7,,,,SC,,28.5,,18.8,,,,,,,,,,,,,12.9,54.5,32.6,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,55.2,26.7,0.05,25.58,1.65,1.391,,,S2,,,,,,,,,3.65
C-2,9455272.0,537453.0,M-4,4.0,5.0,1.0,,,,GP,,,,9.5,,,,,,,,,,,,,65.8,31.6,2.6,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,,,0.0,30.85,,,,,S2,,,,,,,,,4.5
C-3 ,9455294.0,537425.0,M-1,0.0,0.5,0.5,,,,SM,,,,7.0,,,,,,,,,,,,,3.7,77.3,19.0,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,,,,,,,,,S2,,,,,,,,,0.25
C-3 ,9455294.0,537425.0,M-2,0.5,1.2,0.7,,,,SC,,17.5,,17.0,,,,,,,,,,,,,28.5,54.0,17.5,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,62.1,44.6,,,,,,,S2,,,,,,,,,0.85
C-3,9455294.0,537425.0,M-3,1.2,4.2,3.0,,,,SW-SC,,20.4,,14.2,,,,,,,,,,,,,34.9,54.6,10.5,9. LOCAL ESCOLAR 435564-ARRC 1715 Villa Maria,,49.3,28.9,,,,,,,S2,,,,,,,,,2.7
