ítem,Norte,Este,Muestra,De,Hasta,potencia,Vs(m/s),Nspt,(N1)60,SUCS,LL%,LP,IP%,W%,ø°,C(Kg/cm2),densidadhúmeda(gr/cm3),densidadseca(gr/cm3),Qadm.(kg/cm2),Qult.(kg/cm2),TipodeSuelo,SST(ppm),SO4(ppm),CL(ppm),pH(ppm),Colapso,Gravas,Arenas,Finos,colegio,Vs (m/s),LL %,IP %,ø °,C (Kg/cm2),Densidad húmeda (gr/cm3),Densidad seca (gr/cm3),Qadm. (kg/cm2),Qult. (kg/cm2),Tipo de Suelo,SST (ppm),SO4 (ppm),CL (ppm),pH (ppm),?húmeda(gr/cm3),?seca(gr/cm3),? húmeda (gr/cm3),? seca (gr/cm3),profundidad_media
MW-2,9418306.122,535984.6886,M-10,15.576922,18.131867,2.554945,,,,,,,,,,,,,,,,,,,,,,,,6. LOCAL ESCOLAR 413294-RLE Jose Jacobo Cruz Villegas,351.6711,,,,,,,,,,,,,,,,,,16.854394499999998
MW-2,9418306.122,535984.6886,M-11,18.131867,20.851647,2.71978,,,,,,,,,,,,,,,,,,,,,,,,6. LOCAL ESCOLAR 413294-RLE Jose Jacobo Cruz Villegas,368.093789,,,,,,,,,,,,,,,,,,19.491757
MW-2,9418306.122,535984.6886,M-12,20.851647,23.736263,2.884616,,,,,,,,,,,,,,,,,,,,,,,,6. LOCAL ESCOLAR 413294-RLE Jose Jacobo Cruz Villegas,369.990468,,,,,,,,,,,,,,,,,,22.293955
MW-2,9418306.122,535984.6886,M-13,23.736263,26.785713,3.04945,,,,,,,,,,,,,,,,,,,,,,,,6. LOCAL ESCOLAR 413294-RLE Jose Jacobo Cruz Villegas,386.374235,,,,,,,,,,,,,,,,,,25.260988
MW-2,9418306.122,535984.6886,M-14,26.785713,36.428571,9.642858,,,,,,,,,,,,,,,,,,,,,,,,6. LOCAL ESCOLAR 413294-RLE Jose Jacobo Cruz Villegas,388.503969,,,,,,,,,,,,,,,,,,31.607142
SPT-1,9418364.0,537482.0,M-1,0.0,1.0,1.0,,6.0,7.65,CL,,16.3,,7.4,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,25.5,16.3,,,,,0.61,,S2,,,,,,,,,0.5
SPT-1,9418364.0,537482.0,M-2,1.0,2.0,1.0,,25.0,31.88,SC-SM,,21.2,,11.3,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,26.3,21.2,,,,,2.54,,S2,,,,,,,,,1.5
SPT-1,9418364.0,537482.0,M-3,2.0,3.0,1.0,,49.0,58.25,SC-SM,,20.8,,15.2,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,26.2,20.8,,,,,4.64,,S2,,,,,,,,,2.5
SPT-1,9418364.0,537482.0,M-4,3.0,4.0,1.0,,58.0,65.23,SC-SM,,20.3,,18.6,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,26.0,20.3,,,,,10.22,,S2,,,,,,,,,3.5
SPT-1,9418364.0,537482.0,M-5,4.0,5.0,1.0,,118.0,128.35,SC-SM,,20.4,,20.3,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,25.5,20.4,,,,,5.2,,S2,,,,,,,,,4.5
SPT-2,9418389.0,537353.0,M-1,0.0,1.0,1.0,,16.0,20.4,SC-SM,,15.6,,5.1,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,20.1,15.6,,,,,1.63,,S2,,,,,,,,,0.5
SPT-2,9418389.0,537353.0,M-2,1.0,2.0,1.0,,20.0,25.5,SC-SM,,19.9,,9.0,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,26.5,19.9,,,,,2.03,,S2,,,,,,,,,1.5
SPT-2,9418389.0,537353.0,M-3,2.0,3.0,1.0,,30.0,35.65,SM,,,,16.4,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,2.84,,S2,,,,,,,,,2.5
SPT-2,9418389.0,537353.0,M-4,3.0,4.0,1.0,,54.0,60.53,SM,,,,17.0,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,4.82,,S2,,,,,,,,,3.5
SPT-2,9418389.0,537353.0,M-5,4.0,5.0,1.0,,93.0,100.66,SM,,,,18.9,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,8.02,,S2,,,,,,,,,4.5
SPT-3,9418313.0,537373.0,M-1,0.0,1.0,1.0,,,,SM,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,,,,,,,,,0.5
SPT-3,9418313.0,537373.0,M-2,1.0,2.0,1.0,,7.0,31.27,SM,,12.5,,6.1,,,,,,,,,,,,,0.0,55.52,44.48,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,16.3,3.8,,,,,2.33,,S2,,,,,,,,1.6,1.5
SPT-3,9418313.0,537373.0,M-3,2.0,3.0,1.0,,24.0,50.0,SP-SM,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,,,,,,,,1.6,2.5
SPT-3,9418313.0,537373.0,M-4,3.0,4.0,1.0,,19.0,50.0,SM,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,,,,,,,,1.6,3.5
SPT-3,9418313.0,537373.0,M-5,4.0,5.0,1.0,,30.0,50.0,SP-SM,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,,,,,,,,1.6,4.5
SPT-3,9418313.0,537373.0,M-6,5.0,6.0,1.0,,29.0,50.0,SM,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,,,,,,,,1.6,5.5
SPT-3,9418313.0,537373.0,M-7,6.0,7.0,1.0,,37.0,50.0,SM,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,,,,,,,,1.6,6.5
SPT-3,9418313.0,537373.0,M-8,7.0,8.0,1.0,,33.0,50.0,SM,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,,,,,,,,1.6,7.5
SPT-3,9418313.0,537373.0,M-9,8.0,9.0,1.0,,41.0,50.0,SM,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,,,,,,,,1.6,8.5
SPT-3,9418313.0,537373.0,M-10,9.0,10.0,1.0,,31.0,50.0,SM,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,4923.0,5148.0,989.0,7.1,,,,1.6,9.5
SPT-3,9418313.0,537373.0,M-11,10.0,11.0,1.0,,50.0,50.0,SM,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,,,,,,,,1.6,10.5
SPT-3,9418313.0,537373.0,M-12,11.0,12.0,1.0,,50.0,50.0,SM,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,4236.0,3247.0,797.0,6.96,,,,1.6,11.5
SPT-3,9418313.0,537373.0,M-13,12.0,13.0,1.0,,33.0,50.0,SM,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,,,,,,,,1.6,12.5
SPT-3,9418313.0,537373.0,M-14,13.0,14.0,1.0,,38.0,50.0,SM,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,4815.0,3457.0,712.0,7.22,,,,1.6,13.5
SPT-3,9418313.0,537373.0,M-15,14.0,15.0,1.0,,46.0,50.0,SM,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,1.61,,S2,,,,,,,,1.6,14.5
SPT-3,9418313.0,537373.0,M-16,15.0,16.0,1.0,,39.0,50.0,SM,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,3339.0,4823.0,837.0,7.32,,,,1.6,15.5
C-1,9418278.0,537331.0,M-1,0.0,0.75,0.75,,,,CL-ML,,16.9,,8.3,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,23.7,6.8,,,,,,,S2,5847.0,4111.0,686.0,,,,2.137,1.941,0.375
C-1,9418278.0,537331.0,M-2,0.75,3.4,2.65,,,,SM,,,,8.8,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,6921.0,4140.0,580.0,,,,,,2.075
C-1,9418278.0,537331.0,M-3,3.4,5.0,1.6,,,,SM,,,,21.3,,,,,,,,,,,,Bajo,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,29.22,0.0,,,,,S2,45681.0,7088.0,5080.0,,,,1.627,1.418,4.2
C-2,9418278.0,537366.0,M-1,0.75,2.9,2.15,,,,SP-SM,,,,7.5,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,,,,,,,2.022,1.7,1.825
C-2,9418278.0,537366.0,M-2,2.9,5.0,2.1,,,,SP-SM,,,,21.8,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,29.9,0.0,,,,,S2,51432.0,8029.0,5980.0,,,,1.643,1.379,3.95
C-3,9418330.0,537375.0,M-1,0.0,0.5,0.5,,,,SM,,,,7.0,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,,,,,,,,,0.25
C-3,9418330.0,537375.0,M-2,0.5,5.0,4.5,,,,CL,,16.6,,17.4,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,44.0,27.4,,,,,,,S2,,,,,,,,,2.75
C-4,9418348.0,537345.0,M-1,0.0,0.15,0.15,,,,SM,,,,6.6,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,,,,,,,,,0.075
C-4,9418348.0,537345.0,M-2,0.15,2.9,2.75,,,,SM,,,,7.2,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,,,,,,,,,1.525
C-4,9418348.0,537345.0,M-3,2.9,5.0,2.1,,,,SM,,,,15.8,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,29.14,0.0,,,,,S2,47415.0,7134.0,5020.0,,,,1.655,1.421,3.95
C-5,9418383.0,537353.0,M-1,0.0,1.0,1.0,,,,CL-ML,,20.2,,5.4,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,25.3,5.1,,,,,,,S2,,,,,,,2.163,1.897,0.5
C-5,9418383.0,537353.0,M-2,1.0,2.0,1.0,,,,SC,,13.0,,7.8,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,30.3,17.3,,,,,,,S2,,,,,,,,,1.5
C-5,9418383.0,537353.0,M-3,2.0,5.0,3.0,,,,SP-SM,,,,18.5,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,28.64,0.02,,,,,S2,40524.0,5663.0,3460.0,,,,1.758,1.267,3.5
C-6,9418369.0,537398.0,M-1,0.0,0.55,0.55,,,,SM,,,,3.9,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,,,,,,,,,0.275
C-6,9418369.0,537398.0,M-2,0.55,5.0,4.45,,,,SM,,,,11.1,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,29.06,0.0,,,,,S2,,,,,,,1.64,1.449,2.775
C-7,9418344.0,537405.0,M-1,0.0,0.55,0.55,,,,SM,,,,9.4,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,,,,,,,2.133,1.918,0.275
C-7,9418344.0,537405.0,M-2,0.55,5.0,4.45,,,,SM,,,,10.3,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,,,,,,,,,2.775
C-8,9418391.0,537456.0,M-1,0.0,0.6,0.6,,,,CL,,16.1,,13.1,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,23.3,7.2,,,,,,,S2,,,,,,,,,0.3
C-8,9418391.0,537456.0,M-2,0.6,5.0,4.4,,,,SM,,,,7.9,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,,,,,,,,,,S2,44346.0,6539.0,3860.0,,,,,,2.8
MW-1,9418379.14,537352.8907,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,227.39616,,,,,,,,,,,,,,,,,,0.5357145
MW-1,9418379.14,537352.8907,M-2,1.071429,2.307692,1.236263,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,230.686188,,,,,,,,,,,,,,,,,,1.6895604999999998
MW-1,9418379.14,537352.8907,M-3,2.307692,3.708791,1.401099,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,251.657695,,,,,,,,,,,,,,,,,,3.0082415
MW-1,9418379.14,537352.8907,M-4,3.708791,5.274725,1.565934,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,307.412833,,,,,,,,,,,,,,,,,,4.491758
MW-1,9418379.14,537352.8907,M-5,5.274725,7.005495,1.73077,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,355.767667,,,,,,,,,,,,,,,,,,6.14011
MW-1,9418379.14,537352.8907,M-6,7.005495,8.901099,1.895604,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,379.799455,,,,,,,,,,,,,,,,,,7.953297
MW-1,9418379.14,537352.8907,M-7,8.901099,10.961538,2.060439,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,373.874336,,,,,,,,,,,,,,,,,,9.9313185
MW-1,9418379.14,537352.8907,M-8,10.961538,13.186812,2.225274,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,380.034834,,,,,,,,,,,,,,,,,,12.074175
MW-1,9418379.14,537352.8907,M-9,13.186812,15.576922,2.39011,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,413.74594,,,,,,,,,,,,,,,,,,14.381867
MW-1,9418379.14,537352.8907,M-10,15.576922,18.131867,2.554945,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,412.919134,,,,,,,,,,,,,,,,,,16.854394499999998
MW-1,9418379.14,537352.8907,M-11,18.131867,20.851647,2.71978,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,450.913936,,,,,,,,,,,,,,,,,,19.491757
MW-1,9418379.14,537352.8907,M-12,20.851647,23.736263,2.884616,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,465.975583,,,,,,,,,,,,,,,,,,22.293955
MW-1,9418379.14,537352.8907,M-13,23.736263,26.785713,3.04945,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,482.89758,,,,,,,,,,,,,,,,,,25.260988
MW-1,9418379.14,537352.8907,M-14,26.785713,36.428571,9.642858,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,494.429648,,,,,,,,,,,,,,,,,,31.607142
MW-2,9418346.265,537438.0699,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,244.978487,,,,,,,,,,,,,,,,,,0.5357145
MW-2,9418346.265,537438.0699,M-2,1.071429,2.307692,1.236263,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,247.351184,,,,,,,,,,,,,,,,,,1.6895604999999998
MW-2,9418346.265,537438.0699,M-3,2.307692,3.708791,1.401099,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,270.531327,,,,,,,,,,,,,,,,,,3.0082415
MW-2,9418346.265,537438.0699,M-4,3.708791,5.274725,1.565934,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,317.564547,,,,,,,,,,,,,,,,,,4.491758
MW-2,9418346.265,537438.0699,M-5,5.274725,7.005495,1.73077,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,343.390465,,,,,,,,,,,,,,,,,,6.14011
MW-2,9418346.265,537438.0699,M-6,7.005495,8.901099,1.895604,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,347.801149,,,,,,,,,,,,,,,,,,7.953297
MW-2,9418346.265,537438.0699,M-7,8.901099,10.961538,2.060439,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,354.005247,,,,,,,,,,,,,,,,,,9.9313185
MW-2,9418346.265,537438.0699,M-8,10.961538,13.186812,2.225274,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,363.904327,,,,,,,,,,,,,,,,,,12.074175
MW-2,9418346.265,537438.0699,M-9,13.186812,15.576922,2.39011,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,374.092758,,,,,,,,,,,,,,,,,,14.381867
MW-2,9418346.265,537438.0699,M-10,15.576922,18.131867,2.554945,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,388.39525,,,,,,,,,,,,,,,,,,16.854394499999998
MW-2,9418346.265,537438.0699,M-11,18.131867,20.851647,2.71978,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,406.078726,,,,,,,,,,,,,,,,,,19.491757
MW-2,9418346.265,537438.0699,M-12,20.851647,23.736263,2.884616,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,425.788432,,,,,,,,,,,,,,,,,,22.293955
MW-2,9418346.265,537438.0699,M-13,23.736263,26.785713,3.04945,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,432.486564,,,,,,,,,,,,,,,,,,25.260988
MW-2,9418346.265,537438.0699,M-14,26.785713,36.428571,9.642858,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,452.898026,,,,,,,,,,,,,,,,,,31.607142
MW-3,9418337.673,537385.5817,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,202.116743,,,,,,,,,,,,,,,,,,0.5357145
MW-3,9418337.673,537385.5817,M-2,1.071429,2.307692,1.236263,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,208.376944,,,,,,,,,,,,,,,,,,1.6895604999999998
MW-3,9418337.673,537385.5817,M-3,2.307692,3.708791,1.401099,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,257.360905,,,,,,,,,,,,,,,,,,3.0082415
MW-3,9418337.673,537385.5817,M-4,3.708791,5.274725,1.565934,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,309.632152,,,,,,,,,,,,,,,,,,4.491758
MW-3,9418337.673,537385.5817,M-5,5.274725,7.005495,1.73077,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,335.608006,,,,,,,,,,,,,,,,,,6.14011
MW-3,9418337.673,537385.5817,M-6,7.005495,8.901099,1.895604,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,331.228703,,,,,,,,,,,,,,,,,,7.953297
MW-3,9418337.673,537385.5817,M-7,8.901099,10.961538,2.060439,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,329.244256,,,,,,,,,,,,,,,,,,9.9313185
MW-3,9418337.673,537385.5817,M-8,10.961538,13.186812,2.225274,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,326.738298,,,,,,,,,,,,,,,,,,12.074175
MW-3,9418337.673,537385.5817,M-9,13.186812,15.576922,2.39011,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,357.579619,,,,,,,,,,,,,,,,,,14.381867
MW-3,9418337.673,537385.5817,M-10,15.576922,18.131867,2.554945,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,368.22927,,,,,,,,,,,,,,,,,,16.854394499999998
MW-3,9418337.673,537385.5817,M-11,18.131867,20.851647,2.71978,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,373.349637,,,,,,,,,,,,,,,,,,19.491757
MW-3,9418337.673,537385.5817,M-12,20.851647,23.736263,2.884616,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,418.490648,,,,,,,,,,,,,,,,,,22.293955
MW-3,9418337.673,537385.5817,M-13,23.736263,26.785713,3.04945,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,430.145413,,,,,,,,,,,,,,,,,,25.260988
MW-3,9418337.673,537385.5817,M-14,26.785713,36.428571,9.642858,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,478.254169,,,,,,,,,,,,,,,,,,31.607142
MW-4,9418277.144,537329.8676,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,178.931788,,,,,,,,,,,,,,,,,,0.5357145
MW-4,9418277.144,537329.8676,M-2,1.071429,2.307692,1.236263,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,190.144166,,,,,,,,,,,,,,,,,,1.6895604999999998
MW-4,9418277.144,537329.8676,M-3,2.307692,3.708791,1.401099,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,240.813196,,,,,,,,,,,,,,,,,,3.0082415
MW-4,9418277.144,537329.8676,M-4,3.708791,5.274725,1.565934,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,272.569269,,,,,,,,,,,,,,,,,,4.491758
MW-4,9418277.144,537329.8676,M-5,5.274725,7.005495,1.73077,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,269.076794,,,,,,,,,,,,,,,,,,6.14011
MW-4,9418277.144,537329.8676,M-6,7.005495,8.901099,1.895604,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,270.833135,,,,,,,,,,,,,,,,,,7.953297
MW-4,9418277.144,537329.8676,M-7,8.901099,10.961538,2.060439,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,274.149746,,,,,,,,,,,,,,,,,,9.9313185
MW-4,9418277.144,537329.8676,M-8,10.961538,13.186812,2.225274,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,307.146877,,,,,,,,,,,,,,,,,,12.074175
MW-4,9418277.144,537329.8676,M-9,13.186812,15.576922,2.39011,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,344.895244,,,,,,,,,,,,,,,,,,14.381867
MW-4,9418277.144,537329.8676,M-10,15.576922,18.131867,2.554945,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,378.837734,,,,,,,,,,,,,,,,,,16.854394499999998
MW-4,9418277.144,537329.8676,M-11,18.131867,20.851647,2.71978,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,387.386501,,,,,,,,,,,,,,,,,,19.491757
MW-4,9418277.144,537329.8676,M-12,20.851647,23.736263,2.884616,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,417.779714,,,,,,,,,,,,,,,,,,22.293955
MW-4,9418277.144,537329.8676,M-13,23.736263,26.785713,3.04945,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,422.974557,,,,,,,,,,,,,,,,,,25.260988
MW-4,9418277.144,537329.8676,M-14,26.785713,36.428571,9.642858,,,,,,,,,,,,,,,,,,,,,,,,7. LOCAL ESCOLAR 413576-José Cayetano Heredia,450.149953,,,,,,,,,,,,,,,,,,31.607142
SPT-1,9452597.0,583236.0,M-1,0.0,1.0,1.0,,23.0,29.33,SC,,17.4,,7.6,,,,,,,,,,,,,0.0,22.7,77.3,8. LOCAL ESCOLAR Tambo Grande,,30.6,13.2,,,,,2.34,,S2,,,,,,,,,0.5
SPT-1,9452597.0,583236.0,M-2,1.0,2.0,1.0,,46.0,58.65,SC,,17.9,,11.2,,,,,,,,,,,,,0.0,22.0,78.0,8. LOCAL ESCOLAR Tambo Grande,,33.6,15.7,,,,,4.67,,S2,,,,,,,,,1.5
SPT-1,9452597.0,583236.0,M-3,2.0,3.0,1.0,,30.0,34.89,SC,,17.5,,11.9,,,,,,,,,,,,,0.0,37.4,62.6,8. LOCAL ESCOLAR Tambo Grande,,29.1,11.6,,,,,2.78,,S2,,,,,,,,,2.5
SPT-1,9452597.0,583236.0,M-4,3.0,4.0,1.0,,100.0,108.02,SC,,16.4,,8.7,,,,,,,,,,,,,4.7,57.4,37.9,8. LOCAL ESCOLAR Tambo Grande,,27.2,10.8,,,,,8.6,,S2,,,,,,,,,3.5
SPT-1,9452597.0,583236.0,M-5,4.0,5.0,1.0,,96.0,99.05,GC,,18.6,,9.6,,,,,,,,,,,,,0.0,71.4,28.6,8. LOCAL ESCOLAR Tambo Grande,,33.4,14.8,,,,,7.89,,S2,,,,,,,,,4.5
SPT-1,9452597.0,583236.0,M-6,5.0,5.85,0.85,,60.0,56.72,SC,,18.0,,9.7,,,,,,,,,,,,,4.7,57.4,37.9,8. LOCAL ESCOLAR Tambo Grande,,27.5,9.5,,,,,4.52,,S2,,,,,,,,,5.425
